Hour,Temperature,Load
10,82.12,1566196
11,84.32,1789673
12,86.12,2000582
13,86.4,2148700
14,87.44,2253183
15,87.24,2300789
16,86.72,2322191
17,85.8,2324427
18,84.84,2306437
19,82.88,2255130
20,81.48,2163029
21,80.28,2108975
22,79.2,1981894
23,78.56,1740451
24,78.48,1501162
01,77.8,1325164
02,77.72,1214373
03,77.4,1145936
04,76.96,1108898
05,76.68,1104889
06,76.16,1181105
07,75.76,1341982
08,76.8,1363374
09,79.76,1418745
10,83.28,1589802
11,85.44,1812702
12,87.36,2022801
13,87.68,2165250
14,88.48,2258273
15,88.32,2317518
16,88.28,2380890
17,87.48,2444626
18,87.24,2429556
19,86.6,2453249
20,84.6,2350191
21,81.84,2258421
22,81.04,2116755
23,79.76,1853553
24,79.24,1588520
01,78.8,1396815
02,78.44,1280406
03,77.68,1207461
04,77.28,1158727
05,77.08,1145156
06,76.72,1218104
07,76.04,1379240
08,77.2,1393795
09,80.04,1455137
10,83.12,1644045
11,85.68,1882883
12,87.64,2106000
13,88.88,2294113
14,88.72,2411224
15,89.84,2456483
16,89.52,2386222
17,87.92,2365192
18,87.2,2391185
19,85.88,2442492
20,84.12,2360941
21,82.8,2281300
22,81.24,2139875
23,80.6,1875900
24,79.92,1620407
01,79.04,1429319
02,78.8,1308048
03,77.96,1228938
04,77.52,1180164
05,77.12,1162774
06,76.64,1224110
07,76.72,1377265
08,78.28,1407713
09,81.24,1492329
10,84.28,1685661
11,87.12,1927354
12,88.88,2162220
13,90.2,2357303
14,90.48,2490845
15,90.32,2548509
16,89.84,2517050
17,88.52,2488394
18,86.84,2460432
19,85.84,2350679
20,83.8,2199603
21,81.92,2122686
22,80.8,2012855
23,80.16,1810461
24,79.16,1607713
01,78.28,1427339
02,77.64,1299295
03,77.08,1210094
04,76.68,1155146
05,76.28,1126892
06,76.16,1131199
07,75.6,1165946
08,76.68,1234612
09,79.72,1429476
10,83.84,1704412
11,86.32,1980463
12,88.08,2222311
13,89.24,2396427
14,89.88,2519114
15,90.64,2520413
16,90.88,2545770
17,90.08,2568869
18,89.76,2550416
19,88.48,2475357
20,86.08,2343378
21,83.84,2243318
22,81.96,2109349
23,81.12,1901339
24,80.08,1688433
01,79.48,1501035
02,78.72,1367858
03,78.16,1275420
04,77.76,1210202
05,77.16,1168583
06,76.68,1159860
07,76.24,1182955
08,77.32,1247721
09,80.56,1485448
10,84.04,1772881
11,86.64,2033834
12,88.52,2267062
13,89.92,2461814
14,91,2584193
15,89.8,2558310
16,88.72,2495168
17,87.96,2424838
18,86.92,2335954
19,84.32,2234862
20,81.64,2140505
21,80.12,2089680
22,78.76,1961947
23,78.36,1719592
24,77.44,1488866
01,76.76,1309471
02,76.2,1202821
03,75.72,1139725
04,75.16,1098898
05,75.12,1094061
06,74.76,1166820
07,74.56,1330964
08,75.72,1358087
09,79.56,1434603
10,83.4,1615874
11,86.28,1854773
12,88.64,2111990
13,90,2334313
14,91,2497210
15,91.72,2496658
16,91.12,2483059
17,90.76,2533161
18,89.12,2530089
19,87.44,2557734
20,84.84,2462183
21,82.8,2378442
22,81.48,2202879
23,80.56,1913109
24,80.16,1649763
01,79.24,1453043
02,79.04,1332948
03,78.28,1247343
04,77.64,1196761
05,77.2,1171297
06,76.28,1250177
07,75.96,1408703
08,77.76,1429139
09,81.16,1506072
10,84.6,1704932
11,86.8,1941437
12,88.84,2184313
13,90.24,2400731
14,91.32,2551913
15,91.8,2543748
16,92.2,2597727
17,92.12,2666699
18,91.48,2702081
19,89.16,2766132
20,86.56,2659847
21,84.6,2569683
22,82.88,2373422
23,82.04,2081314
24,81.36,1804955
01,80.56,1594501
02,79.76,1455600
03,79.4,1362337
04,78.76,1303198
05,78.04,1279538
06,77.48,1334122
07,76.92,1481160
08,78.52,1494322
09,81.92,1564319
10,84.84,1754377
11,87.32,2003520
12,89.32,2249973
13,90.76,2469839
14,91.92,2611929
15,92.44,2661757
16,92.72,2656030
17,92.2,2636299
18,90.8,2616617
19,88.64,2579795
20,86.32,2477485
21,84.4,2416542
22,82.4,2254394
23,82.12,1974188
24,81.24,1716920
01,80.36,1526244
02,79.56,1391763
03,78.88,1302314
04,77.96,1244905
05,77.68,1217416
06,77,1281909
07,76.6,1434229
08,78.16,1454061
09,81.72,1525256
10,85.64,1719911
11,88.16,1968387
12,89.68,2217302
13,91.28,2436352
14,91.76,2598435
15,92,2681223
16,90.96,2688929
17,90.28,2652443
18,88.72,2624593
19,87.16,2571675
20,84.6,2462934
21,83.08,2396538
22,81.8,2235093
23,81.4,1963186
24,80.2,1706208
01,79.44,1505046
02,78.96,1375679
03,78.96,1296422
04,78.64,1245260
05,78.12,1226017
06,77.52,1289371
07,77.36,1445317
08,78.32,1473193
09,82.08,1541540
10,85.64,1736605
11,88.32,1992007
12,90.2,2237662
13,91.4,2442198
14,92.52,2597244
15,92.88,2673134
16,92.92,2693868
17,91.84,2667662
18,90.08,2608525
19,88.24,2499441
20,84.92,2362950
21,83.08,2281891
22,82.12,2136664
23,81.44,1929477
24,81,1716521
01,80.12,1530735
02,79.2,1399614
03,78.68,1310463
04,78.24,1249690
05,77.8,1213039
06,77.48,1211267
07,76.64,1245181
08,78.04,1303645
09,81.6,1507208
10,85.28,1782213
11,88.56,2071324
12,90.64,2337288
13,91.24,2528221
14,91.96,2632796
15,90.88,2608929
16,88.88,2459766
17,87.52,2355570
18,86.12,2267500
19,84.36,2150468
20,82.44,2029063
21,80.88,1979052
22,79.92,1864057
23,79.32,1689685
24,78.88,1508209
01,78.12,1344501
02,77.52,1229302
03,76.92,1152071
04,76.64,1104171
05,76.24,1074921
06,76.2,1073401
07,75.88,1108453
08,76.8,1175764
09,80.36,1401454
10,84.28,1680364
11,87.44,1950698
12,89.76,2214191
13,91.36,2449727
14,92.68,2608238
15,92.4,2715511
16,91.28,2735656
17,89.76,2732745
18,88.48,2707319
19,86.72,2643849
20,84.4,2508205
21,82.32,2434560
22,81.24,2233369
23,80.16,1951207
24,79.72,1682832
01,79.08,1478150
02,78.52,1351252
03,78.08,1265466
04,77.4,1217616
05,76.92,1200824
06,76.68,1267679
07,76.12,1423494
08,77.08,1445125
09,80.84,1506809
10,84.48,1698828
11,87.64,1951016
12,89.24,2205851
13,90.76,2419423
14,90.88,2562230
15,92.12,2646562
16,92.28,2666391
17,91.04,2678500
18,90,2688136
19,88.12,2632408
20,85.04,2520010
21,82.68,2442618
22,81.6,2227767
23,80.88,1937284
24,80.08,1674376
01,79.36,1481094
02,78.64,1358415
03,78,1274775
04,77.6,1223392
05,77.44,1209286
06,77,1274143
07,76.44,1426213
08,77.12,1435862
09,80.84,1489152
10,84.08,1667057
11,86.6,1918403
12,89.04,2157690
13,90.24,2365575
14,90.48,2493923
15,90.2,2514370
16,89.4,2460962
17,87.72,2464299
18,86.48,2453367
19,84.24,2387926
20,82.2,2279680
21,80.4,2217442
22,79.56,2022355
23,79.2,1772549
24,78.56,1538400
01,78.08,1367783
02,77.32,1261106
03,76.88,1190219
04,76.64,1147624
05,76.52,1137003
06,76.24,1209825
07,75.92,1378809
08,77.24,1398677
09,80.72,1476162
10,84.36,1664023
11,86.96,1901112
12,88.12,2130668
13,89.8,2322559
14,90,2451806
15,89.76,2493883
16,88.12,2471878
17,87.44,2462506
18,87.32,2480313
19,86.52,2444350
20,84.52,2332894
21,83,2285101
22,82,2121181
23,81.04,1869471
24,80.6,1620107
01,80.28,1433246
02,79.56,1315123
03,79.4,1248427
04,79.24,1211273
05,79.08,1208367
06,78.72,1288843
07,78.32,1457362
08,79.48,1486649
09,82.08,1561438
10,84.84,1742297
11,86.76,1949278
12,87.8,2144785
13,87.88,2293822
14,87.96,2373990
15,87.48,2373464
16,87.96,2364158
17,86.84,2382676
18,85.36,2380447
19,84,2335438
20,82.16,2219534
21,81.04,2174710
22,80.64,2026075
23,80.12,1804784
24,79.8,1586767
01,78.88,1426329
02,78.72,1330655
03,78.8,1270879
04,78.56,1229607
05,78.32,1223826
06,78.2,1298574
07,77.96,1471280
08,78.8,1508128
09,81,1569534
10,82.4,1693654
11,84.56,1859173
12,85.56,1999057
13,86.16,2115560
14,87.8,2223992
15,87.64,2298120
16,87.36,2333561
17,86.36,2334065
18,85.2,2289953
19,82.16,2137160
20,81.08,1984802
21,80.08,1941549
22,79.84,1822434
23,79.48,1669877
24,78.92,1502111
01,78.32,1350747
02,77.88,1245183
03,77.92,1182675
04,77.72,1146076
05,77.48,1134505
06,77.44,1157013
07,77.04,1210260
08,77.72,1292134
09,80.12,1489786
10,82.64,1730908
11,85,1948125
12,86.96,2119920
13,87.72,2266679
14,88.76,2350807
15,87.72,2395627
16,87.32,2444003
17,86.84,2442352
18,85.68,2362990
19,84,2220887
20,82.68,2094106
21,81.68,2044480
22,81.04,1918644
23,80.84,1752832
24,80.56,1586126
01,79.92,1433265
02,79.64,1332534
03,79.4,1264089
04,79.12,1220257
05,78.68,1195031
06,78.56,1197400
07,78.56,1233225
08,79.56,1314624
09,81.8,1541073
10,84.12,1796473
11,85.8,2018823
12,87.64,2223522
13,88.32,2402359
14,89.8,2522212
15,88.96,2573756
16,86.8,2519599
17,85.76,2425489
18,84.4,2277492
19,82.44,2140996
20,81.32,2044043
21,80.12,2016411
22,79.84,1879956
23,79.68,1681509
24,79.44,1478270
01,79.16,1327643
02,79.24,1241738
03,79.28,1196488
04,79.6,1178983
05,79.32,1188676
06,79.36,1281406
07,79.32,1461815
08,80.2,1498546
09,82.2,1564593
10,84.88,1728849
11,87.48,1940101
12,88.96,2135149
13,89.72,2284667
14,90.2,2387004
15,89.16,2450511
16,88,2465961
17,87.76,2460336
18,86.28,2432011
19,84.6,2378557
20,83.24,2292653
21,82.12,2271901
22,81.68,2094317
23,81.56,1850640
24,81.12,1619801
01,80.84,1452785
02,80.56,1353762
03,80.2,1295435
04,80.12,1260501
05,80.04,1260909
06,79.84,1345257
07,79.72,1522273
08,80.2,1553784
09,81.88,1597067
10,84.48,1747498
11,86.84,1934710
12,88.48,2109881
13,88.96,2236934
14,88.24,2296228
15,89.32,2337556
16,88.96,2402332
17,88.2,2385899
18,87.24,2433397
19,84.88,2349464
20,83.2,2224066
21,82.12,2241687
22,81.2,2063435
23,80.76,1814955
24,80.28,1583780
01,79.84,1408767
02,79.24,1298838
03,78.88,1234319
04,78.56,1200414
05,78.36,1196614
06,78.2,1274948
07,77.88,1449005
08,78.92,1477998
09,81,1517761
10,83.56,1663240
11,85.68,1838044
12,87.52,1974789
13,87,2037066
14,85.88,2039970
15,85.52,2015100
16,84.48,2012232
17,84.16,1964801
18,83.84,2024555
19,83.16,2026806
20,81.72,1971529
21,80.8,2044982
22,80,1927148
23,79.72,1711312
24,79,1492355
01,78.52,1323008
02,78.2,1235292
03,77.8,1173250
04,77.4,1142465
05,77.2,1138865
06,76.92,1229233
07,76.48,1408027
08,77.52,1438089
09,79.68,1472172
10,82,1589760
11,84.08,1712160
12,85.52,1857203
13,86.48,1982300
14,87.04,2087366
15,87.56,2157679
16,88.2,2148624
17,87.56,2202586
18,87.28,2204515
19,86.24,2185206
20,83.68,2216070
21,81.88,2198202
22,81.04,2038505
23,80.08,1803332
24,79.64,1573080
01,78.68,1384366
02,78.08,1272558
03,77.4,1203995
04,77.16,1155303
05,76.72,1143638
06,76,1211347
07,75.4,1380168
08,76.28,1404882
09,79.72,1454126
10,83.2,1607957
11,86.12,1820408
12,88.32,2040393
13,89.16,2242307
14,88.92,2345133
15,87.92,2285155
16,87.04,2231651
17,86.2,2246618
18,85.08,2192540
19,83.4,2099119
20,81.36,1991924
21,80.08,1947166
22,79.16,1814238
23,78.44,1646895
24,78.16,1467949
01,77.2,1305054
02,76.88,1191751
03,75.68,1110103
04,74.96,1060291
05,74.6,1029478
06,73.96,1032429
07,73.84,1070451
08,74.48,1126031
09,77.68,1301185
10,82.16,1541081
11,85.16,1779860
12,87.28,2007963
13,88,2167706
14,88.68,2275180
15,89.28,2326307
16,88.76,2348070
17,87.6,2347591
18,86.96,2307437
19,84.48,2213319
20,81.64,2073337
21,79.8,2005959
22,79.08,1847068
23,78.4,1660421
24,77.72,1475951
01,77.2,1306768
02,76.4,1188419
03,75.84,1104597
04,75.52,1059597
05,74.96,1031094
06,74.64,1029593
07,74.24,1061117
08,74.68,1119006
09,77.48,1301714
10,82.2,1540289
11,84.6,1767013
12,86.72,1977755
13,87.88,2140145
14,88.44,2252822
15,89,2318016
16,88.32,2345876
17,88.44,2356208
18,86.48,2326342
19,84.52,2219901
20,82.2,2073014
21,80.16,2008948
22,78.84,1845206
23,77.96,1648856
24,76.92,1465779
01,76.6,1301845
02,76.32,1183502
03,76.32,1104632
04,75.88,1054948
05,75.28,1030436
06,74.72,1042007
07,74.56,1081433
08,74.84,1128720
09,76.76,1272083
10,79.16,1507404
11,82,1752201
12,83.96,1945986
13,85.36,2061576
14,84.84,2112333
15,85.12,2142378
16,83.88,2146590
17,83.6,2163302
18,82.6,2172524
19,81.4,2102453
20,79.4,1992231
21,77.88,1961597
22,76.88,1790286
23,76.76,1576767
24,76.24,1360649
01,75.68,1199625
02,74.96,1101992
03,74.56,1041929
04,74.36,1010186
05,74.12,1014324
06,74.08,1099640
07,73.96,1268373
08,74.64,1293714
09,76.48,1318962
10,79.56,1449578
11,82.04,1622077
12,83.52,1780295
13,84.44,1915506
14,84.08,2014329
15,84.12,2059227
16,83.32,2046273
17,83.08,2026052
18,82.04,2030888
19,80.24,1985674
20,78.76,1927826
21,77.76,1915905
22,77.36,1769116
23,76.6,1564356
24,76.36,1362304
01,76.2,1214227
02,76.04,1128026
03,75.64,1074321
04,75.64,1049598
05,75.04,1053705
06,74.8,1139375
07,74.56,1316220
08,74.68,1352345
09,75.88,1351928
10,78,1410381
11,79.96,1512991
12,81.68,1653401
13,83.12,1771777
14,84.04,1845717
15,83.76,1902642
16,83.16,1944765
17,82.36,1978331
18,82.08,2002119
19,81,1980538
20,79.8,1936252
21,78.84,1943530
22,78.64,1809437
23,78.24,1606369
24,78.08,1399699
01,77.24,1247133
02,77,1155508
03,76.88,1101498
04,76.44,1071723
05,76.16,1075213
06,76.04,1158504
07,75.56,1337469
08,75.64,1374234
09,77.08,1365783
10,79.24,1436315
11,81.24,1556966
12,82.68,1685759
13,83.52,1796930
14,83.92,1873115
15,84.08,1931165
16,84.48,1980188
17,84.48,2034189
18,83.52,2054571
19,82.12,2017796
20,80.56,1974509
21,79.24,1976297
22,78.56,1830215
23,77.92,1611160
24,77.16,1391001
01,76.68,1221734
02,76.12,1120806
03,75.4,1060684
04,74.56,1026597
05,74.2,1021202
06,73.88,1101134
07,73.48,1268076
08,73.88,1307914
09,75.84,1308176
10,78.68,1398648
11,81.4,1542884
12,83.36,1710148
13,84.6,1865451
14,85.64,1982531
15,85.88,2078458
16,86.76,2175289
17,85.84,2241911
18,85.24,2259726
19,83.72,2172433
20,80.88,2021109
21,78.68,1962701
22,77.08,1792820
23,76.4,1599153
24,74.56,1393370
01,73.64,1212960
02,72.28,1082344
03,71.8,997348
04,71.04,945166
05,70.68,913421
06,70.04,923462
07,69.72,961762
08,70.64,1016199
09,74.76,1179126
10,79.24,1382287
11,82.6,1598525
12,84.8,1804655
13,86.28,1994949
14,87.36,2165988
15,88.12,2296685
16,88.68,2370682
17,88.08,2376935
18,87.08,2362212
19,84.96,2265408
20,81.52,2090884
21,78.32,2001174
22,77.08,1824225
23,75.88,1628396
24,74.64,1428026
01,73.36,1242895
02,72.32,1107640
03,71.32,1017209
04,70.6,959831
05,70.2,920886
06,69.4,911567
07,69.24,945072
08,69.88,999025
09,74.52,1176077
10,79.12,1393012
11,82.64,1590354
12,85.04,1788650
13,86.84,1987799
14,88.04,2151001
15,88.2,2267990
16,88.56,2339248
17,88.24,2357785
18,87.04,2346858
19,84.64,2265435
20,80.88,2110171
21,78.72,2057057
22,77.12,1840269
23,76.24,1591197
24,75.28,1355074
01,74.44,1168839
02,73.48,1057643
03,73.16,983419
04,72.72,947779
05,71.96,944239
06,71.68,1027836
07,71.32,1196034
08,71.8,1224680
09,75.4,1260754
10,80.08,1391605
11,82.64,1575571
12,84.92,1784267
13,86.92,1990883
14,88.36,2174502
15,88.88,2294404
16,89.24,2294066
17,88.84,2327581
18,87.6,2331626
19,85.64,2347351
20,81.8,2249882
21,79.72,2181980
22,77.96,1950020
23,76.84,1675844
24,75.8,1419407
01,74.88,1227934
02,73.76,1115519
03,73,1037660
04,72.12,999318
05,71.8,989192
06,71.12,1064572
07,70.64,1239462
08,71.24,1254576
09,75.72,1278627
10,80.36,1405486
11,84.16,1583886
12,86.68,1769616
13,88.56,1961085
14,89.88,2118028
15,90.72,2242657
16,90.72,2340129
17,90.16,2304025
18,88.68,2294622
19,85.76,2308858
20,81.28,2174473
21,78.76,2104885
22,77.12,1877653
23,76.08,1619987
24,75.04,1377340
01,74.24,1198341
02,73.72,1096983
03,73.28,1037248
04,72.76,1010019
05,72.56,1011778
06,72.28,1096189
07,71.52,1276600
08,72.32,1299981
09,76.08,1311412
10,80.68,1434795
11,83.96,1615188
12,86.88,1823308
13,88.84,2004818
14,89.48,2164561
15,90.12,2275929
16,90.16,2360273
17,89.6,2316636
18,88.4,2306889
19,85.4,2317232
20,81.24,2188569
21,78.72,2110430
22,77.08,1892201
23,75.84,1627801
24,74.88,1377668
01,73.76,1192156
02,72.88,1084235
03,72.2,1015796
04,71.32,974743
05,70.92,969977
06,70.68,1042578
07,70.24,1222071
08,70.96,1248365
09,75,1260689
10,80.88,1389478
11,84.2,1585307
12,87.48,1807878
13,88.92,2020742
14,89.68,2191920
15,90.48,2318345
16,90.72,2321402
17,89.88,2341478
18,88.52,2321869
19,86.2,2333933
20,81.8,2239573
21,79.4,2154920
22,77.76,1945694
23,77.08,1672841
24,75.96,1415297
01,74.6,1228407
02,73.84,1110693
03,73.04,1036010
04,72.12,993201
05,71.48,982378
06,71.24,1058699
07,70.68,1224701
08,71.48,1254436
09,75.52,1271067
10,81.2,1409819
11,84.68,1622909
12,87.56,1863488
13,89.12,2083589
14,89.84,2248591
15,90.68,2363365
16,91.2,2354881
17,90.52,2373994
18,89.28,2359935
19,86.48,2362934
20,83.04,2228325
21,80.64,2114904
22,79.08,1920837
23,78.56,1715024
24,77.56,1507845
01,76.24,1326642
02,75.36,1203152
03,74.4,1115626
04,73.64,1058662
05,73.04,1025386
06,72.48,1023062
07,72.2,1062560
08,72.56,1123325
09,77.04,1280019
10,82.16,1520395
11,85.68,1783125
12,88.44,2047352
13,90.32,2272362
14,91.28,2430583
15,91.96,2422790
16,92.12,2475813
17,91.12,2503491
18,89.88,2481205
19,87.04,2462135
20,83.48,2315082
21,81.68,2211317
22,80.24,2010105
23,79.24,1802731
24,78.12,1598915
01,77.04,1413433
02,75.96,1274463
03,75.2,1179885
04,74.36,1115283
05,73.76,1072245
06,73.4,1059091
07,72.88,1088917
08,73.4,1144252
09,77.32,1320626
10,82.2,1574578
11,85.96,1823667
12,88.28,2088214
13,90.48,2337351
14,91.24,2507330
15,91.72,2498800
16,92,2523064
17,91.44,2553121
18,89.48,2526234
19,87.16,2509464
20,83.56,2388303
21,81.04,2287647
22,80.4,2042014
23,79.08,1778579
24,78.16,1524234
01,77.2,1330488
02,76.24,1204841
03,75.64,1126438
04,75.32,1085817
05,74.84,1072308
06,74.32,1149573
07,74.08,1313198
08,74.96,1340438
09,78.44,1386261
10,82.36,1560953
11,85.16,1784533
12,87.96,2015270
13,89.56,2219144
14,90.56,2370754
15,90.6,2406803
16,90.4,2474193
17,89.72,2510977
18,88.08,2504994
19,85.8,2477262
20,83.24,2360915
21,81.36,2287471
22,80,2052919
23,79.16,1783608
24,78.44,1538517
01,77.84,1348341
02,77.04,1232296
03,76.68,1156710
04,76.08,1114209
05,75.88,1107717
06,75.6,1184985
07,75.36,1353714
08,75.92,1386160
09,79.2,1422542
10,82.24,1578333
11,84.44,1770073
12,86.6,1951950
13,86.6,2108556
14,86.6,2199112
15,86.28,2229669
16,86.32,2263496
17,85.32,2252494
18,84.92,2214989
19,83.16,2154666
20,81.64,2110174
21,80.72,2088248
22,79.88,1916998
23,79.32,1712411
24,78.68,1503229
01,78.36,1341962
02,77.96,1245314
03,77.56,1194922
04,77.32,1168986
05,77,1169362
06,76.8,1246564
07,76.56,1414399
08,76.8,1448593
09,78.48,1465357
10,80.36,1598737
11,82.68,1774387
12,84.64,1932749
13,85.4,2068742
14,85.76,2141259
15,84.8,2161986
16,83.72,2168670
17,81.6,2151305
18,80.84,2082944
19,79.24,2022486
20,78.36,1994424
21,78.24,1952637
22,77.92,1805467
23,78.04,1630106
24,78.04,1448485
01,78.08,1305262
02,78.24,1220104
03,78.08,1176080
04,78,1150784
05,77.8,1156351
06,77.8,1241368
07,77.6,1422431
08,77.88,1462754
09,79.08,1447668
10,80.64,1517021
11,82.52,1654463
12,83.68,1782826
13,84.08,1866504
14,82.12,1871847
15,82.28,1788503
16,80.24,1750264
17,79.68,1739477
18,78.88,1745192
19,78.44,1734916
20,77.96,1754336
21,77.72,1757944
22,77.64,1650334
23,77.48,1487949
24,77.24,1310354
01,77.24,1173922
02,77,1104475
03,77.2,1070274
04,77.16,1049426
05,77.08,1061793
06,77,1156737
07,76.96,1340299
08,77.48,1391567
09,79.12,1396103
10,81.28,1481219
11,82.84,1610372
12,84.52,1741631
13,85.4,1869849
14,86.44,1998905
15,86.28,2083934
16,85.56,2151759
17,84.36,2165287
18,83.04,2138561
19,80.76,2050509
20,79.48,1967019
21,78.56,1905818
22,78.4,1764454
23,77.92,1608791
24,77.8,1437621
01,77.28,1286923
02,76.92,1185207
03,76.84,1119476
04,76.52,1076154
05,75.96,1054048
06,75.4,1065242
07,74.96,1110368
08,75.72,1177215
09,78.84,1358633
10,81.92,1604976
11,84.16,1819748
12,86.12,2012362
13,87.36,2179484
14,88.16,2306278
15,88.68,2389577
16,88.44,2446991
17,87.8,2460481
18,86.84,2415229
19,84.08,2269634
20,81.44,2129273
21,80.12,2028510
22,78.88,1846830
23,78.24,1660551
24,77.44,1467624
01,76.68,1290864
02,75.36,1157310
03,74.84,1076906
04,74.32,1016272
05,73.68,983510
06,73.32,977003
07,72.72,1009543
08,73.76,1065717
09,76.8,1260965
10,80.96,1511459
11,83.24,1742187
